@relation 'Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.Remove-V-R8,6,11,1,4-5,7,13,12,10,15'

@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute 'marital status' {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute 'capital gain' numeric
@attribute age numeric
@attribute Education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute 'hours per week' numeric
@attribute 'capital loss' numeric
@attribute sex {Female,Male}
@attribute class {<=50K,>50K}

@data
Not-in-family,Divorced,10520,51,Bachelors,13,Exec-managerial,40,0,Male,>50K
Not-in-family,Divorced,0,30,HS-grad,9,Other-service,60,0,Female,<=50K
Husband,Married-civ-spouse,15024,47,HS-grad,9,Farming-fishing,40,0,Male,>50K
Not-in-family,Never-married,0,56,HS-grad,9,Machine-op-inspct,32,0,Male,<=50K
Not-in-family,Divorced,0,51,HS-grad,9,Craft-repair,38,0,Male,<=50K
Husband,Married-civ-spouse,0,57,Some-college,10,Exec-managerial,55,0,Male,<=50K
Unmarried,Divorced,0,34,Some-college,10,Other-service,40,0,Female,<=50K
Not-in-family,Never-married,0,24,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Husband,Married-civ-spouse,0,57,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,38,HS-grad,9,Machine-op-inspct,40,0,Male,>50K
Not-in-family,Never-married,0,23,HS-grad,9,Tech-support,40,0,Female,<=50K
Husband,Married-civ-spouse,0,35,7th-8th,4,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,58,HS-grad,9,Craft-repair,52,0,Male,<=50K
Own-child,Never-married,1055,19,HS-grad,9,?,12,0,Female,<=50K
Not-in-family,Never-married,0,19,7th-8th,4,?,40,0,Male,<=50K
Husband,Married-civ-spouse,0,68,Doctorate,16,Prof-specialty,60,2377,Male,>50K
Husband,Married-civ-spouse,0,43,Some-college,10,Exec-managerial,40,1902,Male,>50K
Own-child,Never-married,0,17,11th,7,Other-service,20,0,Female,<=50K
Husband,Married-civ-spouse,7688,53,Doctorate,16,Prof-specialty,50,0,Male,>50K
Husband,Married-civ-spouse,0,37,Doctorate,16,Prof-specialty,99,0,Male,>50K
Not-in-family,Never-married,0,21,Bachelors,13,?,25,0,Male,<=50K
Husband,Married-civ-spouse,0,63,HS-grad,9,Craft-repair,40,0,Male,>50K
Unmarried,Married-spouse-absent,0,31,Some-college,10,Transport-moving,50,0,Male,<=50K
Husband,Married-civ-spouse,0,29,HS-grad,9,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,43,Some-college,10,Protective-serv,40,1887,Male,>50K
Not-in-family,Never-married,0,27,Prof-school,15,Prof-specialty,65,0,Female,>50K
Other-relative,Never-married,0,25,HS-grad,9,Other-service,32,0,Male,<=50K
Not-in-family,Never-married,0,28,HS-grad,9,Prof-specialty,40,0,Female,<=50K
Unmarried,Divorced,0,54,HS-grad,9,Sales,35,0,Female,<=50K
Not-in-family,Widowed,0,74,Some-college,10,?,12,0,Female,<=50K
Own-child,Never-married,0,31,Some-college,10,Exec-managerial,32,0,Female,<=50K
Not-in-family,Never-married,0,23,Some-college,10,Tech-support,48,0,Male,<=50K
Own-child,Never-married,0,19,Bachelors,13,Prof-specialty,30,0,Female,<=50K
Not-in-family,Widowed,0,39,Preschool,1,?,20,0,Female,<=50K
Wife,Married-civ-spouse,22040,61,HS-grad,9,Farming-fishing,40,0,Female,<=50K
Wife,Married-civ-spouse,7688,59,HS-grad,9,?,40,0,Female,>50K
Wife,Married-civ-spouse,0,27,Assoc-voc,11,Other-service,36,0,Female,>50K
Own-child,Never-married,0,19,Some-college,10,Adm-clerical,20,0,Female,<=50K
Own-child,Never-married,0,23,HS-grad,9,?,40,0,Male,<=50K
Not-in-family,Divorced,0,25,HS-grad,9,Adm-clerical,35,0,Female,<=50K
Husband,Married-civ-spouse,0,40,Some-college,10,Tech-support,48,0,Male,>50K
Not-in-family,Divorced,0,53,11th,7,Other-service,37,0,Female,<=50K
Not-in-family,Never-married,0,32,Bachelors,13,Prof-specialty,45,0,Male,<=50K
Husband,Married-civ-spouse,0,72,Doctorate,16,Prof-specialty,25,2392,Male,>50K
Husband,Married-civ-spouse,0,61,7th-8th,4,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,42,HS-grad,9,Sales,40,0,Male,<=50K
Own-child,Never-married,1055,17,10th,6,Other-service,20,0,Female,<=50K
Husband,Married-civ-spouse,0,73,HS-grad,9,Transport-moving,16,0,Male,<=50K
Not-in-family,Separated,0,41,Some-college,10,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,23,Some-college,10,Machine-op-inspct,20,0,Female,<=50K
Not-in-family,Never-married,0,23,HS-grad,9,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,65,Assoc-voc,11,Adm-clerical,15,0,Male,<=50K
Wife,Married-civ-spouse,0,45,HS-grad,9,Sales,50,0,Female,<=50K
Husband,Married-civ-spouse,7688,52,Bachelors,13,Tech-support,40,0,Male,>50K
Own-child,Never-married,0,24,Bachelors,13,Adm-clerical,27,0,Female,<=50K
Husband,Married-civ-spouse,0,23,Assoc-voc,11,Craft-repair,40,0,Male,<=50K
Own-child,Divorced,0,30,Some-college,10,Tech-support,40,0,Female,<=50K
Not-in-family,Never-married,0,26,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Unmarried,Divorced,0,37,HS-grad,9,Farming-fishing,56,0,Male,<=50K
Own-child,Never-married,0,17,HS-grad,9,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,31,HS-grad,9,Sales,40,0,Male,<=50K
Other-relative,Separated,0,52,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,63,Bachelors,13,Sales,27,0,Male,<=50K
Not-in-family,Never-married,0,27,HS-grad,9,Priv-house-serv,60,0,Female,<=50K
Husband,Married-civ-spouse,3137,31,9th,5,Machine-op-inspct,40,0,Male,<=50K
Not-in-family,Widowed,0,71,HS-grad,9,Adm-clerical,35,0,Female,<=50K
Husband,Married-civ-spouse,0,35,Bachelors,13,Exec-managerial,60,0,Male,<=50K
Wife,Married-civ-spouse,0,44,HS-grad,9,Adm-clerical,38,0,Female,<=50K
Husband,Married-civ-spouse,0,36,Masters,14,Prof-specialty,40,0,Male,<=50K
Other-relative,Never-married,0,22,Bachelors,13,Exec-managerial,20,0,Female,<=50K
Husband,Married-civ-spouse,0,32,HS-grad,9,Prof-specialty,48,1485,Male,<=50K
Unmarried,Divorced,0,30,Bachelors,13,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,60,HS-grad,9,?,40,0,Male,<=50K
Own-child,Never-married,0,25,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Widowed,0,76,7th-8th,4,Protective-serv,12,0,Female,<=50K
Not-in-family,Divorced,0,41,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,26,7th-8th,4,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,45,12th,8,Machine-op-inspct,40,0,Male,<=50K
Unmarried,Divorced,0,32,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,22,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,39,Bachelors,13,Sales,40,1848,Male,>50K
Not-in-family,Never-married,0,63,Bachelors,13,Transport-moving,40,0,Male,<=50K
Unmarried,Never-married,0,23,Assoc-acdm,12,Transport-moving,40,0,Female,<=50K
Husband,Married-civ-spouse,0,61,10th,6,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,31,Assoc-voc,11,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,25,9th,5,Machine-op-inspct,45,0,Male,<=50K
Own-child,Never-married,1055,33,HS-grad,9,Other-service,40,0,Female,<=50K
Wife,Married-civ-spouse,0,39,HS-grad,9,Sales,36,0,Female,<=50K
Wife,Married-civ-spouse,0,53,Bachelors,13,Machine-op-inspct,40,0,Female,<=50K
Not-in-family,Never-married,0,26,Bachelors,13,Exec-managerial,40,0,Female,<=50K
Own-child,Never-married,0,21,Some-college,10,Other-service,32,0,Male,<=50K
Own-child,Never-married,0,18,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,15024,34,Bachelors,13,Exec-managerial,60,0,Male,>50K
Husband,Married-civ-spouse,7688,44,Masters,14,Prof-specialty,40,0,Male,>50K
Own-child,Divorced,0,31,HS-grad,9,Craft-repair,50,0,Male,<=50K
Husband,Married-civ-spouse,0,44,HS-grad,9,Transport-moving,40,0,Male,>50K
Husband,Married-civ-spouse,0,42,Prof-school,15,Prof-specialty,60,1902,Male,>50K
Husband,Married-civ-spouse,0,43,HS-grad,9,Machine-op-inspct,44,0,Male,<=50K
Husband,Married-civ-spouse,7688,33,Bachelors,13,Other-service,38,0,Male,>50K
Own-child,Never-married,0,21,Some-college,10,Sales,30,0,Female,<=50K
Husband,Married-civ-spouse,0,30,HS-grad,9,Handlers-cleaners,40,0,Male,>50K
Husband,Married-civ-spouse,0,55,HS-grad,9,Transport-moving,60,0,Male,<=50K
Not-in-family,Never-married,0,57,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,37,HS-grad,9,Farming-fishing,50,0,Male,<=50K
Husband,Married-civ-spouse,0,32,HS-grad,9,Machine-op-inspct,40,0,Male,>50K
Husband,Married-civ-spouse,0,62,Bachelors,13,Prof-specialty,60,0,Male,>50K
Not-in-family,Never-married,0,31,Bachelors,13,Sales,40,0,Male,>50K
Husband,Married-civ-spouse,0,51,Bachelors,13,Exec-managerial,50,0,Male,>50K
Unmarried,Divorced,0,37,Masters,14,Exec-managerial,45,213,Female,<=50K
Husband,Married-civ-spouse,0,45,5th-6th,3,Transport-moving,38,0,Male,<=50K
Husband,Married-civ-spouse,0,47,Some-college,10,Machine-op-inspct,40,0,Male,<=50K
Own-child,Divorced,0,31,HS-grad,9,?,75,0,Male,<=50K
Husband,Married-civ-spouse,0,75,11th,7,Exec-managerial,30,0,Male,<=50K
Husband,Married-civ-spouse,0,43,Masters,14,Prof-specialty,50,0,Male,<=50K
Husband,Married-civ-spouse,7688,39,Assoc-acdm,12,Craft-repair,60,0,Male,>50K
Husband,Married-civ-spouse,0,30,Bachelors,13,Prof-specialty,40,0,Male,>50K
Other-relative,Never-married,0,27,5th-6th,3,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,44,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Not-in-family,Divorced,0,53,Masters,14,Prof-specialty,35,0,Female,>50K
Husband,Married-civ-spouse,0,40,Bachelors,13,Adm-clerical,40,0,Male,<=50K
Own-child,Never-married,0,18,11th,7,Sales,20,0,Female,<=50K
Husband,Married-civ-spouse,0,33,Bachelors,13,Protective-serv,40,0,Male,<=50K
Own-child,Never-married,0,20,HS-grad,9,Sales,40,0,Male,<=50K
Husband,Married-civ-spouse,0,38,Some-college,10,Exec-managerial,50,0,Male,<=50K
Not-in-family,Divorced,0,48,HS-grad,9,Adm-clerical,35,0,Female,<=50K
Husband,Married-civ-spouse,0,46,HS-grad,9,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,51,HS-grad,9,Craft-repair,40,0,Male,<=50K
Other-relative,Never-married,0,35,HS-grad,9,Other-service,30,0,Female,<=50K
Other-relative,Never-married,0,24,7th-8th,4,Handlers-cleaners,40,0,Male,<=50K
Not-in-family,Divorced,0,30,Some-college,10,Handlers-cleaners,50,0,Male,<=50K
Husband,Married-civ-spouse,0,70,HS-grad,9,Exec-managerial,30,0,Male,<=50K
Husband,Married-civ-spouse,0,26,HS-grad,9,Transport-moving,44,0,Male,<=50K
Husband,Married-civ-spouse,0,34,HS-grad,9,Craft-repair,40,1672,Male,<=50K
Husband,Married-civ-spouse,0,46,HS-grad,9,Craft-repair,40,0,Male,>50K
Wife,Married-civ-spouse,0,70,HS-grad,9,Adm-clerical,5,0,Female,<=50K
Husband,Married-civ-spouse,0,37,Some-college,10,Other-service,40,0,Male,<=50K
Unmarried,Divorced,0,36,Some-college,10,Sales,35,0,Female,<=50K
Other-relative,Never-married,0,23,9th,5,Machine-op-inspct,40,0,Female,<=50K
Husband,Married-civ-spouse,0,28,HS-grad,9,Sales,40,1628,Male,<=50K
Husband,Married-civ-spouse,0,44,Some-college,10,Exec-managerial,50,0,Male,>50K
Not-in-family,Divorced,3325,58,HS-grad,9,Machine-op-inspct,30,0,Male,<=50K
Husband,Married-civ-spouse,0,53,Some-college,10,Exec-managerial,60,0,Male,>50K
Husband,Married-civ-spouse,0,23,Some-college,10,Handlers-cleaners,40,0,Male,<=50K
Not-in-family,Never-married,0,26,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,21,Some-college,10,?,40,0,Male,<=50K
Not-in-family,Divorced,0,34,Masters,14,Prof-specialty,50,0,Female,<=50K
Husband,Married-civ-spouse,0,43,11th,7,Craft-repair,40,0,Male,<=50K
Other-relative,Never-married,0,22,Some-college,10,Other-service,20,0,Male,<=50K
Husband,Married-civ-spouse,7298,41,Some-college,10,Craft-repair,50,0,Male,>50K
Husband,Married-civ-spouse,0,36,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Wife,Married-civ-spouse,0,41,Bachelors,13,Prof-specialty,20,1740,Female,<=50K
Not-in-family,Never-married,4416,27,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,42,Some-college,10,Farming-fishing,60,0,Male,<=50K
Own-child,Never-married,0,27,Assoc-voc,11,Adm-clerical,35,0,Female,<=50K
Own-child,Divorced,0,41,HS-grad,9,Protective-serv,40,0,Male,<=50K
Other-relative,Married-civ-spouse,0,32,Bachelors,13,Exec-managerial,40,0,Female,>50K
Own-child,Never-married,0,21,Some-college,10,Adm-clerical,20,0,Male,<=50K
Husband,Married-civ-spouse,0,44,Bachelors,13,Exec-managerial,50,0,Male,>50K
Own-child,Never-married,0,29,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Own-child,Never-married,0,19,Some-college,10,Other-service,22,0,Female,<=50K
Own-child,Never-married,0,21,Some-college,10,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,46,HS-grad,9,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,38,Bachelors,13,Exec-managerial,55,0,Male,>50K
Unmarried,Never-married,0,43,Some-college,10,Adm-clerical,48,0,Male,>50K
Husband,Married-civ-spouse,0,54,HS-grad,9,Sales,50,0,Male,>50K
Husband,Married-civ-spouse,0,38,Masters,14,Exec-managerial,60,1977,Male,>50K
Own-child,Never-married,0,18,Some-college,10,?,40,0,Male,<=50K
Wife,Married-civ-spouse,0,50,HS-grad,9,Adm-clerical,40,0,Female,>50K
Wife,Married-civ-spouse,0,30,Assoc-voc,11,Prof-specialty,36,0,Female,>50K
Husband,Married-civ-spouse,0,30,9th,5,Craft-repair,40,0,Male,<=50K
Unmarried,Never-married,0,28,HS-grad,9,Exec-managerial,35,0,Female,<=50K
Not-in-family,Never-married,0,26,Assoc-voc,11,Adm-clerical,45,0,Female,<=50K
Husband,Married-civ-spouse,0,37,Some-college,10,Craft-repair,43,0,Male,<=50K
Husband,Married-civ-spouse,5178,32,HS-grad,9,Machine-op-inspct,50,0,Male,>50K
Wife,Married-civ-spouse,0,64,Masters,14,Prof-specialty,5,0,Female,>50K
Own-child,Never-married,0,18,HS-grad,9,Sales,28,0,Female,<=50K
Husband,Married-civ-spouse,0,30,Some-college,10,Adm-clerical,30,0,Male,<=50K
Wife,Married-civ-spouse,3908,36,Assoc-voc,11,?,8,0,Female,<=50K
Other-relative,Never-married,0,18,11th,7,Other-service,30,0,Male,<=50K
Husband,Married-civ-spouse,0,27,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,49,9th,5,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,46,HS-grad,9,Other-service,43,0,Male,>50K
Husband,Married-civ-spouse,0,37,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Not-in-family,Divorced,0,30,Some-college,10,Transport-moving,40,0,Male,<=50K
Not-in-family,Divorced,0,29,HS-grad,9,Prof-specialty,30,0,Female,<=50K
Own-child,Never-married,0,22,HS-grad,9,?,40,0,Male,<=50K
Husband,Married-civ-spouse,0,25,HS-grad,9,Farming-fishing,30,0,Male,<=50K
Unmarried,Separated,0,38,HS-grad,9,Priv-house-serv,30,0,Female,<=50K
Unmarried,Divorced,0,32,Bachelors,13,?,40,0,Female,<=50K
Husband,Married-civ-spouse,0,35,Some-college,10,Craft-repair,50,0,Male,<=50K
Husband,Married-civ-spouse,0,56,Masters,14,Adm-clerical,80,0,Male,>50K
Not-in-family,Divorced,0,29,Some-college,10,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,0,41,HS-grad,9,Tech-support,40,0,Male,<=50K
Husband,Married-civ-spouse,0,47,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Not-in-family,Never-married,0,23,Bachelors,13,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,46,Bachelors,13,Sales,45,0,Male,>50K
Other-relative,Never-married,0,28,HS-grad,9,Protective-serv,40,1876,Male,<=50K
Unmarried,Divorced,0,39,Bachelors,13,Adm-clerical,20,0,Female,<=50K
Wife,Married-civ-spouse,0,42,Some-college,10,Farming-fishing,50,0,Female,<=50K
Husband,Married-civ-spouse,7298,39,HS-grad,9,Transport-moving,48,0,Male,>50K
Husband,Married-civ-spouse,0,68,7th-8th,4,?,30,0,Male,<=50K
Husband,Married-civ-spouse,15024,37,Bachelors,13,Craft-repair,55,0,Male,>50K
Not-in-family,Never-married,0,57,Prof-school,15,Prof-specialty,40,0,Female,<=50K
Not-in-family,Never-married,0,22,Some-college,10,Other-service,30,0,Female,<=50K
Not-in-family,Never-married,0,24,Assoc-voc,11,Adm-clerical,30,0,Male,>50K
Own-child,Never-married,0,19,Some-college,10,Handlers-cleaners,50,0,Male,<=50K
Unmarried,Divorced,0,55,Assoc-acdm,12,Sales,30,0,Female,<=50K
Husband,Married-civ-spouse,0,37,HS-grad,9,Protective-serv,40,0,Male,<=50K
Unmarried,Never-married,0,37,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,28,Bachelors,13,Other-service,50,0,Male,<=50K
Not-in-family,Never-married,0,27,HS-grad,9,Other-service,40,0,Female,<=50K
Unmarried,Never-married,0,40,Bachelors,13,Prof-specialty,20,0,Female,<=50K
Own-child,Divorced,0,51,HS-grad,9,Priv-house-serv,40,0,Female,<=50K
Husband,Married-civ-spouse,0,52,Assoc-voc,11,Transport-moving,56,0,Male,<=50K
Not-in-family,Widowed,0,74,Some-college,10,?,3,0,Female,<=50K
Husband,Married-civ-spouse,15024,49,Some-college,10,Exec-managerial,50,0,Male,>50K
Own-child,Never-married,0,20,Some-college,10,?,40,0,Female,<=50K
Not-in-family,Divorced,0,40,Some-college,10,Adm-clerical,50,0,Female,<=50K
Not-in-family,Never-married,0,80,Some-college,10,Prof-specialty,60,1816,Male,<=50K
Husband,Married-civ-spouse,0,63,Some-college,10,Protective-serv,40,0,Male,<=50K
Unmarried,Divorced,0,63,HS-grad,9,Transport-moving,45,0,Male,>50K
Unmarried,Divorced,0,51,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,23,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Widowed,0,66,HS-grad,9,Craft-repair,20,0,Male,<=50K
Husband,Married-civ-spouse,0,33,HS-grad,9,Sales,66,0,Male,<=50K
Husband,Married-civ-spouse,0,49,HS-grad,9,Craft-repair,43,0,Male,<=50K
Not-in-family,Never-married,0,20,Some-college,10,Transport-moving,32,0,Male,<=50K
Husband,Married-civ-spouse,0,33,Assoc-acdm,12,Exec-managerial,60,1887,Male,>50K
Husband,Married-AF-spouse,0,26,Some-college,10,Protective-serv,40,0,Male,<=50K
Husband,Married-civ-spouse,0,52,HS-grad,9,Exec-managerial,50,0,Male,>50K
Husband,Married-civ-spouse,0,33,Bachelors,13,Exec-managerial,50,0,Male,>50K
Not-in-family,Divorced,0,47,Bachelors,13,Sales,45,0,Male,<=50K
Own-child,Never-married,0,23,HS-grad,9,Exec-managerial,75,0,Male,<=50K
Husband,Married-civ-spouse,0,53,Assoc-acdm,12,Adm-clerical,40,0,Male,<=50K
Own-child,Never-married,0,19,Some-college,10,Other-service,20,0,Male,<=50K
Not-in-family,Never-married,3325,26,Some-college,10,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,53,7th-8th,4,Transport-moving,60,0,Male,>50K
Not-in-family,Never-married,0,65,HS-grad,9,Machine-op-inspct,10,0,Male,<=50K
Husband,Married-civ-spouse,0,68,Bachelors,13,Transport-moving,30,0,Male,<=50K
Other-relative,Never-married,0,30,10th,6,Sales,18,0,Male,<=50K
Husband,Married-civ-spouse,0,28,11th,7,Craft-repair,45,0,Male,<=50K
Husband,Married-civ-spouse,0,54,10th,6,Protective-serv,45,0,Male,<=50K
Own-child,Never-married,0,30,HS-grad,9,Other-service,10,0,Male,<=50K
Own-child,Never-married,0,22,Some-college,10,Adm-clerical,50,0,Male,<=50K
Own-child,Never-married,0,25,HS-grad,9,Other-service,30,0,Male,<=50K
Other-relative,Never-married,0,19,11th,7,Other-service,20,0,Male,<=50K
Own-child,Never-married,0,19,Some-college,10,?,35,0,Female,<=50K
Husband,Married-civ-spouse,0,32,Prof-school,15,Prof-specialty,40,0,Male,>50K
Own-child,Never-married,0,23,Bachelors,13,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,0,51,Bachelors,13,Prof-specialty,45,0,Male,<=50K
Husband,Married-civ-spouse,0,25,Some-college,10,Sales,44,0,Male,>50K
Not-in-family,Never-married,0,46,Bachelors,13,Prof-specialty,40,0,Female,<=50K
Unmarried,Divorced,0,38,Some-college,10,Tech-support,50,0,Female,<=50K
Husband,Married-civ-spouse,0,26,HS-grad,9,Protective-serv,40,0,Male,>50K
Not-in-family,Divorced,0,46,HS-grad,9,Prof-specialty,40,0,Female,<=50K
Not-in-family,Never-married,0,25,Bachelors,13,Prof-specialty,40,0,Female,<=50K
Own-child,Never-married,594,20,Some-college,10,Other-service,16,0,Female,<=50K
Other-relative,Married-civ-spouse,0,29,Masters,14,Prof-specialty,35,0,Male,<=50K
Husband,Married-civ-spouse,0,51,Masters,14,Exec-managerial,50,0,Male,>50K
Husband,Married-civ-spouse,0,40,Some-college,10,Craft-repair,52,0,Male,<=50K
Not-in-family,Never-married,0,24,Some-college,10,Adm-clerical,40,0,Female,<=50K
Unmarried,Never-married,0,24,Bachelors,13,Farming-fishing,50,0,Male,<=50K
Wife,Married-civ-spouse,0,31,Assoc-voc,11,Other-service,24,0,Female,<=50K
Not-in-family,Divorced,0,54,HS-grad,9,?,30,0,Female,<=50K
Not-in-family,Separated,0,34,Assoc-acdm,12,Craft-repair,60,0,Male,<=50K
Own-child,Never-married,0,19,Some-college,10,Farming-fishing,66,0,Male,<=50K
Own-child,Never-married,0,21,HS-grad,9,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,21,10th,6,Farming-fishing,70,0,Male,<=50K
Husband,Married-civ-spouse,0,23,Some-college,10,Transport-moving,24,0,Male,<=50K
Not-in-family,Never-married,0,37,Some-college,10,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,40,Masters,14,Exec-managerial,46,0,Male,>50K
Husband,Married-civ-spouse,0,57,HS-grad,9,Other-service,30,0,Male,<=50K
Husband,Married-civ-spouse,0,48,Bachelors,13,Prof-specialty,40,1485,Male,>50K
Husband,Married-civ-spouse,0,24,11th,7,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,43,Some-college,10,Prof-specialty,40,0,Male,<=50K
Not-in-family,Never-married,0,32,Bachelors,13,?,20,0,Female,<=50K
Not-in-family,Never-married,0,40,HS-grad,9,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,99999,52,Prof-school,15,Prof-specialty,35,0,Male,>50K
Not-in-family,Divorced,0,49,HS-grad,9,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,3137,45,Some-college,10,Exec-managerial,40,0,Male,<=50K
Not-in-family,Never-married,0,62,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,29,Assoc-voc,11,Adm-clerical,40,0,Male,<=50K
Unmarried,Separated,0,49,HS-grad,9,Machine-op-inspct,40,0,Female,<=50K
Unmarried,Divorced,0,55,Some-college,10,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,20,Some-college,10,?,72,0,Male,<=50K
Own-child,Never-married,0,37,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,43,Bachelors,13,Adm-clerical,40,0,Male,>50K
Not-in-family,Divorced,0,29,Some-college,10,Adm-clerical,40,0,Female,<=50K
Wife,Married-civ-spouse,0,44,HS-grad,9,Sales,40,0,Female,>50K
Unmarried,Separated,0,28,Some-college,10,Tech-support,40,0,Male,>50K
Not-in-family,Never-married,0,38,Some-college,10,Exec-managerial,45,0,Female,<=50K
Husband,Married-civ-spouse,0,45,Assoc-voc,11,Sales,50,1977,Male,>50K
Own-child,Never-married,0,22,Some-college,10,?,40,0,Male,<=50K
Own-child,Never-married,0,19,Some-college,10,Other-service,20,0,Female,<=50K
Not-in-family,Never-married,0,20,12th,8,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,60,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Not-in-family,Never-married,0,30,HS-grad,9,Sales,40,0,Female,<=50K
Not-in-family,Never-married,0,22,Some-college,10,Adm-clerical,40,0,Male,<=50K
Not-in-family,Divorced,0,51,Some-college,10,Sales,60,0,Female,<=50K
Unmarried,Never-married,0,31,Bachelors,13,Prof-specialty,40,0,Female,<=50K
Unmarried,Divorced,0,48,HS-grad,9,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,0,43,Bachelors,13,Sales,40,1887,Male,>50K
Unmarried,Divorced,0,51,HS-grad,9,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,41,Assoc-voc,11,Tech-support,48,1848,Male,>50K
Husband,Married-civ-spouse,3411,62,Assoc-voc,11,?,40,0,Male,<=50K
Husband,Married-civ-spouse,0,50,HS-grad,9,Craft-repair,40,0,Male,>50K
Wife,Married-civ-spouse,0,46,HS-grad,9,Sales,40,0,Female,>50K
Husband,Married-civ-spouse,15024,54,Some-college,10,Transport-moving,60,0,Male,>50K
Husband,Married-civ-spouse,0,68,HS-grad,9,Handlers-cleaners,45,0,Male,>50K
Not-in-family,Never-married,0,23,Assoc-acdm,12,Craft-repair,30,0,Male,<=50K
Not-in-family,Never-married,0,49,Masters,14,Sales,35,0,Female,<=50K
Husband,Married-civ-spouse,0,24,10th,6,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,30,HS-grad,9,Protective-serv,40,0,Male,<=50K
Husband,Married-civ-spouse,3137,38,HS-grad,9,Machine-op-inspct,45,0,Male,<=50K
